n1	n2	label	setting	compound_text
blood	disorder	loc_part_whole	mask_head	modifier: blood ; head: [MASK]
skull	fracture	loc_part_whole	full	modifier: skull ; head: fracture
skull	fracture	loc_part_whole	mask_modifier	modifier: [MASK] ; head: fracture
skull	fracture	loc_part_whole	mask_head	modifier: skull ; head: [MASK]
blood	infection	loc_part_whole	full	modifier: blood ; head: infection
blood	infection	loc_part_whole	mask_modifier	modifier: [MASK] ; head: infection
blood	infection	loc_part_whole	mask_head	modifier: blood ; head: [MASK]
ear	infection	loc_part_whole	full	modifier: ear ; head: infection
ear	infection	loc_part_whole	mask_modifier	modifier: [MASK] ; head: infection
ear	infection	loc_part_whole	mask_head	modifier: ear ; head: [MASK]
tract	infection	loc_part_whole	full	modifier: tract ; head: infection
tract	infection	loc_part_whole	mask_modifier	modifier: [MASK] ; head: infection
tract	infection	loc_part_whole	mask_head	modifier: tract ; head: [MASK]
ankle	injury	loc_part_whole	full	modifier: ankle ; head: injury
ankle	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
ankle	injury	loc_part_whole	mask_head	modifier: ankle ; head: [MASK]
calf	injury	loc_part_whole	full	modifier: calf ; head: injury
calf	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
calf	injury	loc_part_whole	mask_head	modifier: calf ; head: [MASK]
foot	injury	loc_part_whole	full	modifier: foot ; head: injury
foot	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
foot	injury	loc_part_whole	mask_head	modifier: foot ; head: [MASK]
groin	injury	loc_part_whole	full	modifier: groin ; head: injury
groin	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
groin	injury	loc_part_whole	mask_head	modifier: groin ; head: [MASK]
hamstring	injury	loc_part_whole	full	modifier: hamstring ; head: injury
hamstring	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
hamstring	injury	loc_part_whole	mask_head	modifier: hamstring ; head: [MASK]
knee	injury	loc_part_whole	full	modifier: knee ; head: injury
knee	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
knee	injury	loc_part_whole	mask_head	modifier: knee ; head: [MASK]
neck	injury	loc_part_whole	full	modifier: neck ; head: injury
neck	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
neck	injury	loc_part_whole	mask_head	modifier: neck ; head: [MASK]
shoulder	injury	loc_part_whole	full	modifier: shoulder ; head: injury
shoulder	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
shoulder	injury	loc_part_whole	mask_head	modifier: shoulder ; head: [MASK]
wrist	injury	loc_part_whole	full	modifier: wrist ; head: injury
wrist	injury	loc_part_whole	mask_modifier	modifier: [MASK] ; head: injury
wrist	injury	loc_part_whole	mask_head	modifier: wrist ; head: [MASK]
ankle	sprain	loc_part_whole	full	modifier: ankle ; head: sprain
ankle	sprain	loc_part_whole	mask_modifier	modifier: [MASK] ; head: sprain
ankle	sprain	loc_part_whole	mask_head	modifier: ankle ; head: [MASK]
knee	sprain	loc_part_whole	full	modifier: knee ; head: sprain
knee	sprain	loc_part_whole	mask_modifier	modifier: [MASK] ; head: sprain
knee	sprain	loc_part_whole	mask_head	modifier: knee ; head: [MASK]
stomach	ulcer	loc_part_whole	full	modifier: stomach ; head: ulcer
stomach	ulcer	loc_part_whole	mask_modifier	modifier: [MASK] ; head: ulcer
stomach	ulcer	loc_part_whole	mask_head	modifier: stomach ; head: [MASK]
water	contamination	loc_part_whole	full	modifier: water ; head: contamination
water	contamination	loc_part_whole	mask_modifier	modifier: [MASK] ; head: contamination
water	contamination	loc_part_whole	mask_head	modifier: water ; head: [MASK]
inventory	shrinkage	causal	full	modifier: inventory ; head: shrinkage
inventory	shrinkage	causal	mask_modifier	modifier: [MASK] ; head: shrinkage
inventory	shrinkage	causal	mask_head	modifier: inventory ; head: [MASK]
deposit	shrinkage	causal	full	modifier: deposit ; head: shrinkage
deposit	shrinkage	causal	mask_modifier	modifier: [MASK] ; head: shrinkage
deposit	shrinkage	causal	mask_head	modifier: deposit ; head: [MASK]
population	drain	causal	full	modifier: population ; head: drain
population	drain	causal	mask_modifier	modifier: [MASK] ; head: drain
population	drain	causal	mask_head	modifier: population ; head: [MASK]
carp	death	causal	full	modifier: carp ; head: death
carp	death	causal	mask_modifier	modifier: [MASK] ; head: death
carp	death	causal	mask_head	modifier: carp ; head: [MASK]
crab	death	causal	full	modifier: crab ; head: death
crab	death	causal	mask_modifier	modifier: [MASK] ; head: death
crab	death	causal	mask_head	modifier: crab ; head: [MASK]
crow	death	causal	full	modifier: crow ; head: death
crow	death	causal	mask_modifier	modifier: [MASK] ; head: death
crow	death	causal	mask_head	modifier: crow ; head: [MASK]
star	death	causal	full	modifier: star ; head: death
star	death	causal	mask_modifier	modifier: [MASK] ; head: death
star	death	causal	mask_head	modifier: star ; head: [MASK]
protester	death	causal	full	modifier: protester ; head: death
protester	death	causal	mask_modifier	modifier: [MASK] ; head: death
protester	death	causal	mask_head	modifier: protester ; head: [MASK]
people	death	causal	full	modifier: people ; head: death
people	death	causal	mask_modifier	modifier: [MASK] ; head: death
people	death	causal	mask_head	modifier: people ; head: [MASK]
migrant	death	causal	full	modifier: migrant ; head: death
migrant	death	causal	mask_modifier	modifier: [MASK] ; head: death
migrant	death	causal	mask_head	modifier: migrant ; head: [MASK]
embryo	death	causal	full	modifier: embryo ; head: death
embryo	death	causal	mask_modifier	modifier: [MASK] ; head: death
embryo	death	causal	mask_head	modifier: embryo ; head: [MASK]
dinosaur	death	causal	full	modifier: dinosaur ; head: death
dinosaur	death	causal	mask_modifier	modifier: [MASK] ; head: death
dinosaur	death	causal	mask_head	modifier: dinosaur ; head: [MASK]
driver	death	causal	full	modifier: driver ; head: death
driver	death	causal	mask_modifier	modifier: [MASK] ; head: death
driver	death	causal	mask_head	modifier: driver ; head: [MASK]
visitor	death	causal	full	modifier: visitor ; head: death
visitor	death	causal	mask_modifier	modifier: [MASK] ; head: death
visitor	death	causal	mask_head	modifier: visitor ; head: [MASK]
youth	death	causal	full	modifier: youth ; head: death
youth	death	causal	mask_modifier	modifier: [MASK] ; head: death
youth	death	causal	mask_head	modifier: youth ; head: [MASK]
debt	moratorium	topical	full	modifier: debt ; head: moratorium
debt	moratorium	topical	mask_modifier	modifier: [MASK] ; head: moratorium
debt	moratorium	topical	mask_head	modifier: debt ; head: [MASK]
strike	vote	topical	full	modifier: strike ; head: vote
strike	vote	topical	mask_modifier	modifier: [MASK] ; head: vote
strike	vote	topical	mask_head	modifier: strike ; head: [MASK]
confidence	vote	topical	full	modifier: confidence ; head: vote
confidence	vote	topical	mask_modifier	modifier: [MASK] ; head: vote
confidence	vote	topical	mask_head	modifier: confidence ; head: [MASK]
arbitration	hearing	topical	full	modifier: arbitration ; head: hearing
arbitration	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
arbitration	hearing	topical	mask_head	modifier: arbitration ; head: [MASK]
bail	hearing	topical	full	modifier: bail ; head: hearing
bail	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
bail	hearing	topical	mask_head	modifier: bail ; head: [MASK]
custody	hearing	topical	full	modifier: custody ; head: hearing
custody	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
custody	hearing	topical	mask_head	modifier: custody ; head: [MASK]
parole	hearing	topical	full	modifier: parole ; head: hearing
parole	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
parole	hearing	topical	mask_head	modifier: parole ; head: [MASK]
deportation	hearing	topical	full	modifier: deportation ; head: hearing
deportation	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
deportation	hearing	topical	mask_head	modifier: deportation ; head: [MASK]
reconfirmation	hearing	topical	full	modifier: reconfirmation ; head: hearing
reconfirmation	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
reconfirmation	hearing	topical	mask_head	modifier: reconfirmation ; head: [MASK]
extradition	hearing	topical	full	modifier: extradition ; head: hearing
extradition	hearing	topical	mask_modifier	modifier: [MASK] ; head: hearing
extradition	hearing	topical	mask_head	modifier: extradition ; head: [MASK]
inflation	figure	topical	full	modifier: inflation ; head: figure
inflation	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
inflation	figure	topical	mask_head	modifier: inflation ; head: [MASK]
population	figure	topical	full	modifier: population ; head: figure
population	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
population	figure	topical	mask_head	modifier: population ; head: [MASK]
circulation	figure	topical	full	modifier: circulation ; head: figure
circulation	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
circulation	figure	topical	mask_head	modifier: circulation ; head: [MASK]
employment	figure	topical	full	modifier: employment ; head: figure
employment	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
employment	figure	topical	mask_head	modifier: employment ; head: [MASK]
profit	figure	topical	full	modifier: profit ; head: figure
profit	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
profit	figure	topical	mask_head	modifier: profit ; head: [MASK]
sales	figure	topical	full	modifier: sales ; head: figure
sales	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
sales	figure	topical	mask_head	modifier: sales ; head: [MASK]
spending	figure	topical	full	modifier: spending ; head: figure
spending	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
spending	figure	topical	mask_head	modifier: spending ; head: [MASK]
import	figure	topical	full	modifier: import ; head: figure
import	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
import	figure	topical	mask_head	modifier: import ; head: [MASK]
crime	figure	topical	full	modifier: crime ; head: figure
crime	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
crime	figure	topical	mask_head	modifier: crime ; head: [MASK]
unemployment	figure	topical	full	modifier: unemployment ; head: figure
unemployment	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
unemployment	figure	topical	mask_head	modifier: unemployment ; head: [MASK]
capitalization	figure	topical	full	modifier: capitalization ; head: figure
capitalization	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
capitalization	figure	topical	mask_head	modifier: capitalization ; head: [MASK]
casualty	figure	topical	full	modifier: casualty ; head: figure
casualty	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
casualty	figure	topical	mask_head	modifier: casualty ; head: [MASK]
trade	figure	topical	full	modifier: trade ; head: figure
trade	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
trade	figure	topical	mask_head	modifier: trade ; head: [MASK]
payroll	figure	topical	full	modifier: payroll ; head: figure
payroll	figure	topical	mask_modifier	modifier: [MASK] ; head: figure
payroll	figure	topical	mask_head	modifier: payroll ; head: [MASK]
injury	update	topical	full	modifier: injury ; head: update
injury	update	topical	mask_modifier	modifier: [MASK] ; head: update
injury	update	topical	mask_head	modifier: injury ; head: [MASK]
employment	number	topical	full	modifier: employment ; head: number
employment	number	topical	mask_modifier	modifier: [MASK] ; head: number
employment	number	topical	mask_head	modifier: employment ; head: [MASK]
passenger	number	topical	full	modifier: passenger ; head: number
passenger	number	topical	mask_modifier	modifier: [MASK] ; head: number
passenger	number	topical	mask_head	modifier: passenger ; head: [MASK]
reform	stance	topical	full	modifier: reform ; head: stance
reform	stance	topical	mask_modifier	modifier: [MASK] ; head: stance
reform	stance	topical	mask_head	modifier: reform ; head: [MASK]
history	book	topical	full	modifier: history ; head: book
history	book	topical	mask_modifier	modifier: [MASK] ; head: book
history	book	topical	mask_head	modifier: history ; head: [MASK]
health	measure	topical	full	modifier: health ; head: measure
health	measure	topical	mask_modifier	modifier: [MASK] ; head: measure
health	measure	topical	mask_head	modifier: health ; head: [MASK]
mile	strip	other	full	modifier: mile ; head: strip
mile	strip	other	mask_modifier	modifier: [MASK] ; head: strip
mile	strip	other	mask_head	modifier: mile ; head: [MASK]
mile	pipeline	other	full	modifier: mile ; head: pipeline
mile	pipeline	other	mask_modifier	modifier: [MASK] ; head: pipeline
mile	pipeline	other	mask_head	modifier: mile ; head: [MASK]
mile	track	other	full	modifier: mile ; head: track
mile	track	other	mask_modifier	modifier: [MASK] ; head: track
mile	track	other	mask_head	modifier: mile ; head: [MASK]
mile	course	other	full	modifier: mile ; head: course
mile	course	other	mask_modifier	modifier: [MASK] ; head: course
mile	course	other	mask_head	modifier: mile ; head: [MASK]
mile	voyage	other	full	modifier: mile ; head: voyage
mile	voyage	other	mask_modifier	modifier: [MASK] ; head: voyage
mile	voyage	other	mask_head	modifier: mile ; head: [MASK]
mile	system	other	full	modifier: mile ; head: system
mile	system	other	mask_modifier	modifier: [MASK] ; head: system
mile	system	other	mask_head	modifier: mile ; head: [MASK]
mile	north	other	full	modifier: mile ; head: north
mile	north	other	mask_modifier	modifier: [MASK] ; head: north
mile	north	other	mask_head	modifier: mile ; head: [MASK]
mile	southeast	other	full	modifier: mile ; head: southeast
mile	southeast	other	mask_modifier	modifier: [MASK] ; head: southeast
mile	southeast	other	mask_head	modifier: mile ; head: [MASK]
mile	drive	other	full	modifier: mile ; head: drive
mile	drive	other	mask_modifier	modifier: [MASK] ; head: drive
mile	drive	other	mask_head	modifier: mile ; head: [MASK]
mile	area	other	full	modifier: mile ; head: area
mile	area	other	mask_modifier	modifier: [MASK] ; head: area
mile	area	other	mask_head	modifier: mile ; head: [MASK]
mile	trek	other	full	modifier: mile ; head: trek
mile	trek	other	mask_modifier	modifier: [MASK] ; head: trek
mile	trek	other	mask_head	modifier: mile ; head: [MASK]
mile	limit	other	full	modifier: mile ; head: limit
mile	limit	other	mask_modifier	modifier: [MASK] ; head: limit
mile	limit	other	mask_head	modifier: mile ; head: [MASK]
mile	section	other	full	modifier: mile ; head: section
mile	section	other	mask_modifier	modifier: [MASK] ; head: section
mile	section	other	mask_head	modifier: mile ; head: [MASK]
mile	ride	other	full	modifier: mile ; head: ride
mile	ride	other	mask_modifier	modifier: [MASK] ; head: ride
mile	ride	other	mask_head	modifier: mile ; head: [MASK]
mile	route	other	full	modifier: mile ; head: route
mile	route	other	mask_modifier	modifier: [MASK] ; head: route
mile	route	other	mask_head	modifier: mile ; head: [MASK]
mile	line	other	full	modifier: mile ; head: line
mile	line	other	mask_modifier	modifier: [MASK] ; head: line
mile	line	other	mask_head	modifier: mile ; head: [MASK]
miles	north	other	full	modifier: miles ; head: north
miles	north	other	mask_modifier	modifier: [MASK] ; head: north
miles	north	other	mask_head	modifier: miles ; head: [MASK]
miles	southeast	other	full	modifier: miles ; head: southeast
miles	southeast	other	mask_modifier	modifier: [MASK] ; head: southeast
miles	southeast	other	mask_head	modifier: miles ; head: [MASK]
miles	high	other	full	modifier: miles ; head: high
miles	high	other	mask_modifier	modifier: [MASK] ; head: high
miles	high	other	mask_head	modifier: miles ; head: [MASK]
inch	length	other	full	modifier: inch ; head: length
inch	length	other	mask_modifier	modifier: [MASK] ; head: length
inch	length	other	mask_head	modifier: inch ; head: [MASK]
inch	knife	other	full	modifier: inch ; head: knife
inch	knife	other	mask_modifier	modifier: [MASK] ; head: knife
inch	knife	other	mask_head	modifier: inch ; head: [MASK]
inch	deep	other	full	modifier: inch ; head: deep
inch	deep	other	mask_modifier	modifier: [MASK] ; head: deep
inch	deep	other	mask_head	modifier: inch ; head: [MASK]
inch	disk	other	full	modifier: inch ; head: disk
inch	disk	other	mask_modifier	modifier: [MASK] ; head: disk
inch	disk	other	mask_head	modifier: inch ; head: [MASK]
inch	dish	other	full	modifier: inch ; head: dish
inch	dish	other	mask_modifier	modifier: [MASK] ; head: dish
inch	dish	other	mask_head	modifier: inch ; head: [MASK]
inch	strip	other	full	modifier: inch ; head: strip
inch	strip	other	mask_modifier	modifier: [MASK] ; head: strip
inch	strip	other	mask_head	modifier: inch ; head: [MASK]
inch	monitor	other	full	modifier: inch ; head: monitor
inch	monitor	other	mask_modifier	modifier: [MASK] ; head: monitor
inch	monitor	other	mask_head	modifier: inch ; head: [MASK]
inch	hole	other	full	modifier: inch ; head: hole
inch	hole	other	mask_modifier	modifier: [MASK] ; head: hole
inch	hole	other	mask_head	modifier: inch ; head: [MASK]
inch	square	other	full	modifier: inch ; head: square
inch	square	other	mask_modifier	modifier: [MASK] ; head: square
inch	square	other	mask_head	modifier: inch ; head: [MASK]
inch	piece	other	full	modifier: inch ; head: piece
inch	piece	other	mask_modifier	modifier: [MASK] ; head: piece
inch	piece	other	mask_head	modifier: inch ; head: [MASK]
kilometers	north	other	full	modifier: kilometers ; head: north
kilometers	north	other	mask_modifier	modifier: [MASK] ; head: north
kilometers	north	other	mask_head	modifier: kilometers ; head: [MASK]
kilometers	mile	other	full	modifier: kilometers ; head: mile
kilometers	mile	other	mask_modifier	modifier: [MASK] ; head: mile
kilometers	mile	other	mask_head	modifier: kilometers ; head: [MASK]
kilometers	southeast	other	full	modifier: kilometers ; head: southeast
kilometers	southeast	other	mask_modifier	modifier: [MASK] ; head: southeast
kilometers	southeast	other	mask_head	modifier: kilometers ; head: [MASK]
foot	ceiling	other	full	modifier: foot ; head: ceiling
foot	ceiling	other	mask_modifier	modifier: [MASK] ; head: ceiling
foot	ceiling	other	mask_head	modifier: foot ; head: [MASK]
foot	wave	other	full	modifier: foot ; head: wave
foot	wave	other	mask_modifier	modifier: [MASK] ; head: wave
foot	wave	other	mask_head	modifier: foot ; head: [MASK]
foot	jumper	other	full	modifier: foot ; head: jumper
foot	jumper	other	mask_modifier	modifier: [MASK] ; head: jumper
foot	jumper	other	mask_head	modifier: foot ; head: [MASK]
foot	vessel	other	full	modifier: foot ; head: vessel
foot	vessel	other	mask_modifier	modifier: [MASK] ; head: vessel
foot	vessel	other	mask_head	modifier: foot ; head: [MASK]
foot	tanker	other	full	modifier: foot ; head: tanker
foot	tanker	other	mask_modifier	modifier: [MASK] ; head: tanker
foot	tanker	other	mask_head	modifier: foot ; head: [MASK]
foot	hole	other	full	modifier: foot ; head: hole
foot	hole	other	mask_modifier	modifier: [MASK] ; head: hole
foot	hole	other	mask_head	modifier: foot ; head: [MASK]
foot	wall	other	full	modifier: foot ; head: wall
foot	wall	other	mask_modifier	modifier: [MASK] ; head: wall
foot	wall	other	mask_head	modifier: foot ; head: [MASK]
foot	sea	other	full	modifier: foot ; head: sea
foot	sea	other	mask_modifier	modifier: [MASK] ; head: sea
foot	sea	other	mask_head	modifier: foot ; head: [MASK]
foot	length	other	full	modifier: foot ; head: length
foot	length	other	mask_modifier	modifier: [MASK] ; head: length
foot	length	other	mask_head	modifier: foot ; head: [MASK]
foot	mountain	other	full	modifier: foot ; head: mountain
foot	mountain	other	mask_modifier	modifier: [MASK] ; head: mountain
foot	mountain	other	mask_head	modifier: foot ; head: [MASK]
foot	statue	other	full	modifier: foot ; head: statue
foot	statue	other	mask_modifier	modifier: [MASK] ; head: statue
foot	statue	other	mask_head	modifier: foot ; head: [MASK]
foot	sailboat	other	full	modifier: foot ; head: sailboat
foot	sailboat	other	mask_modifier	modifier: [MASK] ; head: sailboat
foot	sailboat	other	mask_head	modifier: foot ; head: [MASK]
foot	fence	other	full	modifier: foot ; head: fence
foot	fence	other	mask_modifier	modifier: [MASK] ; head: fence
foot	fence	other	mask_head	modifier: foot ; head: [MASK]
sex	discrimination	causal	full	modifier: sex ; head: discrimination
sex	discrimination	causal	mask_modifier	modifier: [MASK] ; head: discrimination
sex	discrimination	causal	mask_head	modifier: sex ; head: [MASK]
age	discrimination	causal	full	modifier: age ; head: discrimination
age	discrimination	causal	mask_modifier	modifier: [MASK] ; head: discrimination
age	discrimination	causal	mask_head	modifier: age ; head: [MASK]
death	lawsuit	other	full	modifier: death ; head: lawsuit
death	lawsuit	other	mask_modifier	modifier: [MASK] ; head: lawsuit
death	lawsuit	other	mask_head	modifier: death ; head: [MASK]
injury	lawsuit	other	full	modifier: injury ; head: lawsuit
injury	lawsuit	other	mask_modifier	modifier: [MASK] ; head: lawsuit
injury	lawsuit	other	mask_head	modifier: injury ; head: [MASK]
tobacco	lawsuit	other	full	modifier: tobacco ; head: lawsuit
tobacco	lawsuit	other	mask_modifier	modifier: [MASK] ; head: lawsuit
tobacco	lawsuit	other	mask_head	modifier: tobacco ; head: [MASK]
libel	lawsuit	other	full	modifier: libel ; head: lawsuit
libel	lawsuit	other	mask_modifier	modifier: [MASK] ; head: lawsuit
libel	lawsuit	other	mask_head	modifier: libel ; head: [MASK]
discrimination	lawsuit	other	full	modifier: discrimination ; head: lawsuit
discrimination	lawsuit	other	mask_modifier	modifier: [MASK] ; head: lawsuit
discrimination	lawsuit	other	mask_head	modifier: discrimination ; head: [MASK]
bike	path	owner_emp_use	full	modifier: bike ; head: path
bike	path	owner_emp_use	mask_modifier	modifier: [MASK] ; head: path
bike	path	owner_emp_use	mask_head	modifier: bike ; head: [MASK]
elevator	shaft	owner_emp_use	full	modifier: elevator ; head: shaft
elevator	shaft	owner_emp_use	mask_modifier	modifier: [MASK] ; head: shaft
elevator	shaft	owner_emp_use	mask_head	modifier: elevator ; head: [MASK]
automobile	fuel	owner_emp_use	full	modifier: automobile ; head: fuel
automobile	fuel	owner_emp_use	mask_modifier	modifier: [MASK] ; head: fuel
automobile	fuel	owner_emp_use	mask_head	modifier: automobile ; head: [MASK]
jet	fuel	owner_emp_use	full	modifier: jet ; head: fuel
jet	fuel	owner_emp_use	mask_modifier	modifier: [MASK] ; head: fuel
jet	fuel	owner_emp_use	mask_head	modifier: jet ; head: [MASK]
rocket	fuel	owner_emp_use	full	modifier: rocket ; head: fuel
rocket	fuel	owner_emp_use	mask_modifier	modifier: [MASK] ; head: fuel
rocket	fuel	owner_emp_use	mask_head	modifier: rocket ; head: [MASK]
engine	oil	owner_emp_use	full	modifier: engine ; head: oil
engine	oil	owner_emp_use	mask_modifier	modifier: [MASK] ; head: oil
engine	oil	owner_emp_use	mask_head	modifier: engine ; head: [MASK]
mortar	shell	owner_emp_use	full	modifier: mortar ; head: shell
mortar	shell	owner_emp_use	mask_modifier	modifier: [MASK] ; head: shell
mortar	shell	owner_emp_use	mask_head	modifier: mortar ; head: [MASK]
wine	author	topical	full	modifier: wine ; head: author
wine	author	topical	mask_modifier	modifier: [MASK] ; head: author
wine	author	topical	mask_head	modifier: wine ; head: [MASK]
airworthiness	directive	topical	full	modifier: airworthiness ; head: directive
airworthiness	directive	topical	mask_modifier	modifier: [MASK] ; head: directive
airworthiness	directive	topical	mask_head	modifier: airworthiness ; head: [MASK]
policy	directive	topical	full	modifier: policy ; head: directive
policy	directive	topical	mask_modifier	modifier: [MASK] ; head: directive
policy	directive	topical	mask_head	modifier: policy ; head: [MASK]
anticipation	note	topical	full	modifier: anticipation ; head: note
anticipation	note	topical	mask_modifier	modifier: [MASK] ; head: note
anticipation	note	topical	mask_head	modifier: anticipation ; head: [MASK]
protest	note	topical	full	modifier: protest ; head: note
protest	note	topical	mask_modifier	modifier: [MASK] ; head: note
protest	note	topical	mask_head	modifier: protest ; head: [MASK]
ransom	note	topical	full	modifier: ransom ; head: note
ransom	note	topical	mask_modifier	modifier: [MASK] ; head: note
ransom	note	topical	mask_head	modifier: ransom ; head: [MASK]
draft	order	topical	full	modifier: draft ; head: order
draft	order	topical	mask_modifier	modifier: [MASK] ; head: order
draft	order	topical	mask_head	modifier: draft ; head: [MASK]
prayer	sermon	topical	full	modifier: prayer ; head: sermon
prayer	sermon	topical	mask_modifier	modifier: [MASK] ; head: sermon
prayer	sermon	topical	mask_head	modifier: prayer ; head: [MASK]
city	history	complement	full	modifier: city ; head: history
city	history	complement	mask_modifier	modifier: [MASK] ; head: history
city	history	complement	mask_head	modifier: city ; head: [MASK]
investment	history	complement	full	modifier: investment ; head: history
investment	history	complement	mask_modifier	modifier: [MASK] ; head: history
investment	history	complement	mask_head	modifier: investment ; head: [MASK]
banking	history	complement	full	modifier: banking ; head: history
banking	history	complement	mask_modifier	modifier: [MASK] ; head: history
banking	history	complement	mask_head	modifier: banking ; head: [MASK]
playoff	history	complement	full	modifier: playoff ; head: history
playoff	history	complement	mask_modifier	modifier: [MASK] ; head: history
playoff	history	complement	mask_head	modifier: playoff ; head: [MASK]
movie	history	complement	full	modifier: movie ; head: history
movie	history	complement	mask_modifier	modifier: [MASK] ; head: history
movie	history	complement	mask_head	modifier: movie ; head: [MASK]
team	history	complement	full	modifier: team ; head: history
team	history	complement	mask_modifier	modifier: [MASK] ; head: history
team	history	complement	mask_head	modifier: team ; head: [MASK]
baseball	history	complement	full	modifier: baseball ; head: history
baseball	history	complement	mask_modifier	modifier: [MASK] ; head: history
baseball	history	complement	mask_head	modifier: baseball ; head: [MASK]
football	history	complement	full	modifier: football ; head: history
football	history	complement	mask_modifier	modifier: [MASK] ; head: history
football	history	complement	mask_head	modifier: football ; head: [MASK]
world	history	complement	full	modifier: world ; head: history
world	history	complement	mask_modifier	modifier: [MASK] ; head: history
world	history	complement	mask_head	modifier: world ; head: [MASK]
revisionist	history	complement	full	modifier: revisionist ; head: history
revisionist	history	complement	mask_modifier	modifier: [MASK] ; head: history
revisionist	history	complement	mask_head	modifier: revisionist ; head: [MASK]
art	history	complement	full	modifier: art ; head: history
art	history	complement	mask_modifier	modifier: [MASK] ; head: history
art	history	complement	mask_head	modifier: art ; head: [MASK]
car	historian	complement	full	modifier: car ; head: historian
car	historian	complement	mask_modifier	modifier: [MASK] ; head: historian
car	historian	complement	mask_head	modifier: car ; head: [MASK]
food	historian	complement	full	modifier: food ; head: historian
food	historian	complement	mask_modifier	modifier: [MASK] ; head: historian
food	historian	complement	mask_head	modifier: food ; head: [MASK]
deer	accident	other	full	modifier: deer ; head: accident
deer	accident	other	mask_modifier	modifier: [MASK] ; head: accident
deer	accident	other	mask_head	modifier: deer ; head: [MASK]
trade	friction	other	full	modifier: trade ; head: friction
trade	friction	other	mask_modifier	modifier: [MASK] ; head: friction
trade	friction	other	mask_head	modifier: trade ; head: [MASK]
automobile	accident	other	full	modifier: automobile ; head: accident
automobile	accident	other	mask_modifier	modifier: [MASK] ; head: accident
automobile	accident	other	mask_head	modifier: automobile ; head: [MASK]
car	accident	other	full	modifier: car ; head: accident
car	accident	other	mask_modifier	modifier: [MASK] ; head: accident
car	accident	other	mask_head	modifier: car ; head: [MASK]
tabulation	error	other	full	modifier: tabulation ; head: error
tabulation	error	other	mask_modifier	modifier: [MASK] ; head: error
tabulation	error	other	mask_head	modifier: tabulation ; head: [MASK]
computer	error	other	full	modifier: computer ; head: error
computer	error	other	mask_modifier	modifier: [MASK] ; head: error
computer	error	other	mask_head	modifier: computer ; head: [MASK]
property	crime	other	full	modifier: property ; head: crime
property	crime	other	mask_modifier	modifier: [MASK] ; head: crime
property	crime	other	mask_head	modifier: property ; head: [MASK]
computer	crime	other	full	modifier: computer ; head: crime
computer	crime	other	mask_modifier	modifier: [MASK] ; head: crime
computer	crime	other	mask_head	modifier: computer ; head: [MASK]
sex	crime	other	full	modifier: sex ; head: crime
sex	crime	other	mask_modifier	modifier: [MASK] ; head: crime
sex	crime	other	mask_head	modifier: sex ; head: [MASK]
drug	crime	other	full	modifier: drug ; head: crime
drug	crime	other	mask_modifier	modifier: [MASK] ; head: crime
drug	crime	other	mask_head	modifier: drug ; head: [MASK]
drug	offender	other	full	modifier: drug ; head: offender
drug	offender	other	mask_modifier	modifier: [MASK] ; head: offender
drug	offender	other	mask_head	modifier: drug ; head: [MASK]
sex	offender	other	full	modifier: sex ; head: offender
sex	offender	other	mask_modifier	modifier: [MASK] ; head: offender
sex	offender	other	mask_head	modifier: sex ; head: [MASK]
cigarette	smoke	causal	full	modifier: cigarette ; head: smoke
cigarette	smoke	causal	mask_modifier	modifier: [MASK] ; head: smoke
cigarette	smoke	causal	mask_head	modifier: cigarette ; head: [MASK]
knife	wound	causal	full	modifier: knife ; head: wound
knife	wound	causal	mask_modifier	modifier: [MASK] ; head: wound
knife	wound	causal	mask_head	modifier: knife ; head: [MASK]
shrapnel	wound	causal	full	modifier: shrapnel ; head: wound
shrapnel	wound	causal	mask_modifier	modifier: [MASK] ; head: wound
